state,year,month,tmmx_c,tmmn_c,precip_mm,wind_speed,etr_mm
Vermont,2000,1,-3.989610868909608,-15.141536678799696,3.044610070830477,6.044450498333571,1.3823835240403302
Vermont,2000,2,-0.1001098932262039,-12.499924301058229,3.046156598790377,4.706273702236442,1.4549850386897962
Vermont,2000,3,7.078117994586989,-4.8526394918793585,2.58186378318908,5.047036066639091,2.831888959267493
Vermont,2000,4,9.47985461003475,-0.7542641760532547,4.982312261855579,4.612053655440737,2.9568378248800564
Vermont,2000,5,17.849411531596388,5.970045271960089,4.7546187874797035,4.152159624105578,4.3479984583430955
Vermont,2000,6,21.61633589881461,10.283527242039042,3.426685454283829,4.008891030581983,4.824685660522133
Vermont,2000,7,23.35862186545853,11.366882479591368,4.131386706045683,3.5577143317582185,4.883069464819249
Vermont,2000,8,23.36215419563763,11.558218179435016,3.6465370736174005,3.4414992218198193,4.300160017482908
Vermont,2000,9,18.97009690097383,6.262681312873383,2.3374812154032534,3.9233853539962626,3.184936419073963
Vermont,2000,10,13.186948855452272,1.3936795988873314,2.367920404088416,4.396610611880617,2.5538848196605572
Vermont,2000,11,5.118887838865646,-2.4245492807000915,2.676593833513347,4.195216300476271,1.4120697660062347
Vermont,2000,12,-3.4485595983792336,-14.305744444551465,3.971503652920545,5.333189222456908,0.9651260357176975
Vermont,2001,1,-2.4629034507778442,-13.421701725321782,1.2286516776175065,3.641665451223221,0.7711478622290475
Vermont,2001,2,-1.5682533404615242,-13.624257194076563,2.8450046753303497,5.5823461528182365,1.3398610174045096
Vermont,2001,3,1.4742302772559697,-8.911588821572593,4.991400238533302,4.955695986800611,1.7791622143554107
Vermont,2001,4,11.3227332487578,-2.0737739119612115,0.8605143980872342,4.865651866569749,4.176061966009678
Vermont,2001,5,19.911639431791343,5.672672091533514,2.0778493845478545,4.35194488022477,5.315685582519658
Vermont,2001,6,24.3977476522129,11.310062546098038,3.282848423441875,3.659537522552782,5.640255967872144
Vermont,2001,7,23.885675644093055,11.077161542100498,2.874367963479445,3.6490865619765582,5.354682120398481
Vermont,2001,8,26.955478351159115,12.887475247878172,1.7657961339149166,3.3864036361104652,5.49291031869762
Vermont,2001,9,20.576789743093627,7.046463379348552,3.693419038071383,3.9780856148927075,3.820130902860293
Vermont,2001,10,14.732323567649871,2.0092703502663767,1.6267007203802493,4.730668931530967,3.207548016714682
Vermont,2001,11,8.825107794240125,-1.3612455793629579,2.0320496687577703,4.8466684809034355,1.8877401818859993
