state,year,month,tmmx_c,tmmn_c,precip_mm,wind_speed,etr_mm
South Carolina,2000,1,12.059889441536313,-0.13827932551504318,4.817274786938325,3.9831329043026584,2.8261083534317737
South Carolina,2000,2,17.98026618821774,1.8514460230593386,1.4440351088460974,3.6200875418791254,3.929114701254753
South Carolina,2000,3,21.94613798169945,6.5997122070694445,3.398075410992582,3.859947814056034,4.954150998523885
South Carolina,2000,4,23.04196838681662,8.424361739074982,2.3746578806405925,4.1916877410118865,5.405767657964652
South Carolina,2000,5,30.52700097412992,15.668114559151832,1.0390456181049836,3.8768163641799362,7.916923441012662
South Carolina,2000,6,32.56135594670542,19.257825975798028,3.18727025718978,3.5237618478271133,7.419117599723571
South Carolina,2000,7,32.708002641961116,20.527397302666145,3.9160007607867584,2.9715982980867404,6.918002173703884
South Carolina,2000,8,31.648792100101673,19.909257589484184,3.639932032581098,3.0203639726875338,6.002119349236103
South Carolina,2000,9,27.702294282950675,16.89831686553657,6.416081482869441,3.553855922612403,4.440895921256359
South Carolina,2000,10,25.080810049602178,8.613634764747246,0.023609789589017594,2.7067954470616256,4.379020422644654
South Carolina,2000,11,17.586384011479765,3.7198536019172366,2.970348740860109,3.2230528525369775,2.931211283664435
South Carolina,2000,12,9.143576490089174,-2.653816436260911,1.5634263665977433,4.067667038864061,2.514842883128843
South Carolina,2001,1,13.50346306585601,-0.5127870563745205,1.6835268859796695,3.7837515094673133,3.2043414361400004
South Carolina,2001,2,17.16594762939269,3.797817898518815,2.2031487088996764,3.7084592514083927,3.4593168274727093
South Carolina,2001,3,17.898495895406825,4.431356453107924,5.263438832318755,4.414653233513326,4.695629050615676
South Carolina,2001,4,24.972365916163994,10.009088892955674,0.8202104320702336,3.8537166157968956,6.262561179596533
South Carolina,2001,5,28.98626658727835,14.227130188852584,2.0972388319890656,3.1579398496470588,6.84020583259835
South Carolina,2001,6,30.748335812757034,19.389722917112977,4.833306346173722,3.02804968153374,6.139753888868331
South Carolina,2001,7,31.16591340953613,20.25175217249989,4.2513294279376455,3.050337385482525,6.136187622996214
South Carolina,2001,8,32.67625585067361,20.62046469334939,2.236817921895784,3.027643037672851,6.216327269149244
South Carolina,2001,9,27.61359313836698,15.395308897454981,3.1822801127431433,2.9596165179653897,4.800875650598262
South Carolina,2001,10,24.26733976880439,7.849662142856516,0.750156124904313,3.628444047581984,5.11752452676614
South Carolina,2001,11,22.909458224023183,7.419605448010088,0.8208970305181965,3.5254234546291694,4.169742076617461
South Carolina,2001,12,17.39472201311179,3.7677424778474347,1.2670941401548417,3.5345702313365215,3.1044273308027375
South Carolina,2002,1,15.586438033756963,1.7036139957984346,2.955167534714731,3.807020388345016,3.1765926354947727
South Carolina,2002,2,15.394073317164441,0.4283380611866505,1.8432675460661454,3.8328839005677664,3.83223042356151
South Carolina,2002,3,21.292264069590658,6.742418084547694,3.47483812650219,3.944351244479975,5.080996799535672
South Carolina,2002,4,26.38289110398432,12.512190757103497,1.5908378625103647,4.047680124356262,6.389495378752902
South Carolina,2002,5,27.509384135319408,13.723515504652653,2.89180461647822,3.8868213842841755,6.728852478077831
South Carolina,2002,6,31.87197236855235,19.13958144772363,2.4083865313796857,3.5305393967889906,7.406097848649184
South Carolina,2002,7,34.098661455679974,21.46998849824746,2.73483226189234,3.412984759566319,7.435640148837704
South Carolina,2002,8,32.44205817115824,20.079480462852132,4.823833368146147,3.2640292646303712,6.8225074225711895
South Carolina,2002,9,29.19867434945985,19.393510812299724,4.617929289612193,3.5642987350189244,4.778276189908859
South Carolina,2002,10,23.538958666479402,14.107538664460037,3.813998885189756,2.991122690091907,2.8911782456377693
South Carolina,2002,11,17.15536700246315,4.478882838970776,3.674974977630891,3.5513980536584717,2.8073254975272364
South Carolina,2002,12,12.866539964067158,0.9208554184484683,3.800433409339628,4.246010296662174,2.630680012804127
South Carolina,2003,1,11.361783723644294,-1.1747879506996242,1.4977392004718275,4.403859767259947,3.362747785346848
South Carolina,2003,2,14.15565402750451,1.8418762589732864,3.864856124276393,4.2348010312408695,3.2689219209341958
South Carolina,2003,3,19.532940154118762,7.963075587348612,6.21823746965384,3.787277668632597,3.699335924316237
South Carolina,2003,4,22.86163155991312,10.616655049064263,5.09513764533743,3.728522997198182,5.169606908689506
South Carolina,2003,5,26.693487755873036,15.838654350911497,4.622202950627612,3.899193195147847,5.840978010865018
South Carolina,2003,6,30.09567060275998,19.151482422017807,5.583018130883359,3.200137568994054,6.37987954699136
South Carolina,2003,7,31.10225347106524,21.23495029406712,6.823567589371917,3.6191361420402353,6.151978842801135
South Carolina,2003,8,31.442002452225154,21.66539026051487,4.023225088501026,2.7550928101023193,5.333660640705063
South Carolina,2003,9,27.957853731755733,16.236839401753116,2.605548778216678,3.5700192708317817,5.072491749840143
South Carolina,2003,10,23.84969861721504,11.047552070985887,2.891228321055358,3.213844467649445,3.9142281727491195
South Carolina,2003,11,21.62255475274418,7.089436729242266,1.3926548519062698,3.9114443035404904,3.7109824915085516
South Carolina,2003,12,13.08499135412518,-0.713514045502734,2.1261565758792775,3.9033042717507307,2.7232629959479127
South Carolina,2004,1,12.67592458758213,-0.8863979047319503,1.4962198525481833,4.170559640300342,3.2783004843015053
South Carolina,2004,2,12.743205988948773,1.0192819967377886,4.602177534645507,4.803527420726402,3.146592876969381
South Carolina,2004,3,21.403124553258976,6.454536247929923,0.7806149577772902,4.158974490916064,5.524712509281075
South Carolina,2004,4,24.86885953946131,9.165088269694593,1.5749739893790624,4.056549387240137,6.681486479476757
South Carolina,2004,5,30.0705963300029,17.149820741938925,2.4002199892482734,3.510424725568402,6.9674201660954
South Carolina,2004,6,31.08329932641516,20.565387181594417,5.405503275651381,3.2696434893145168,6.353114746428752
South Carolina,2004,7,32.43833934648302,21.305218773379124,3.9675227337098447,2.7708125860123043,6.545347448312131
South Carolina,2004,8,30.133191079365133,19.81038735839303,5.589834957969829,3.1424989734727515,5.74997484234693
South Carolina,2004,9,27.523505365060316,18.098457422398667,7.28083150503132,4.980952122065627,5.0951470525324405
South Carolina,2004,10,23.991521629077283,13.721619434414606,1.1429895409929607,3.1385304882513476,3.3611505062801794
South Carolina,2004,11,19.418297030319934,6.925266921925811,2.5499277874656605,3.7112552219735124,3.1956876638103315
South Carolina,2004,12,14.211940015469565,0.4929862377774157,1.8830823272137271,4.001110982067992,3.083875769741409
South Carolina,2005,1,14.534700889250018,1.8441309743229795,1.7044867717851397,4.374714708984197,3.378421631820042
South Carolina,2005,2,15.025949436632288,2.7401638722323582,3.470818775767497,3.9956244569569748,3.3203476919180392
South Carolina,2005,3,18.11763873554463,4.558171798739579,3.972366804060558,4.628634204971243,4.932038525775555
South Carolina,2005,4,23.1170549170144,8.477908838207668,2.360894317374872,4.458971347969623,6.341624405758049
South Carolina,2005,5,26.138917809252234,13.045216357478068,3.0036050965574725,3.4182043702816367,6.168467427179308
South Carolina,2005,6,29.632521235055606,19.767647520232003,5.923410743472965,3.275686489863241,5.805171482667242
South Carolina,2005,7,32.63293515863052,22.381121104816202,5.220683472672507,2.999635517241065,6.363093383929184
South Carolina,2005,8,32.05081521030843,21.868491790009784,4.28146858582131,2.6012675760441177,5.485820031974812
South Carolina,2005,9,31.130445243483564,18.590012481942438,0.5968651020767065,3.786918314627826,6.360313808674769
South Carolina,2005,10,24.271910737790506,11.926437026187841,3.7897792328306985,3.8222112081402484,4.36499788254654
South Carolina,2005,11,20.145168425790757,5.822739582598217,2.6753051063553883,4.020975741654247,3.841785100434769
South Carolina,2005,12,12.989576638570838,0.15621090446421704,3.544323152184358,4.1124466270621225,2.6754416444889735
South Carolina,2006,1,16.74040762210541,3.244415209125407,2.7684704206463984,4.202440078160715,3.295540807667143
South Carolina,2006,2,14.370039598860899,1.142658181186846,2.694682430811028,3.9143000084634645,3.445316404889517
South Carolina,2006,3,19.452503873171054,5.57022846354829,1.0411861624856389,4.0465361141797365,5.396716205795196
South Carolina,2006,4,26.369560989103775,10.976934871520314,2.113159061389378,4.042525528354517,7.145549499925291
South Carolina,2006,5,27.623079916221798,13.822793408288703,2.10333086942658,3.7649120428017726,7.250502198194619
South Carolina,2006,6,31.099391679517964,18.50407891551191,5.896636068338015,3.311281572391261,7.272033335403973
South Carolina,2006,7,33.10932636203535,20.857906104532276,2.565445092521676,3.120548494563039,7.458604942161317
