state,year,month,tmmx_c,tmmn_c,precip_mm,wind_speed,etr_mm
Indiana,2000,1,1.994366638978022,-8.291034175225946,2.1014449709344314,4.540600017633101,1.4335124765846499
Indiana,2000,2,8.161220284853528,-2.5879789475950474,3.004353629138811,4.571776727800534,2.310840325215246
Indiana,2000,3,13.735988065930314,0.9141594840374978,1.8106273170193843,4.1105541788569,3.4143784387601337
Indiana,2000,4,16.904748018742794,3.8727469758341044,2.7868685455545434,4.057772693547075,4.270387420633749
Indiana,2000,5,24.07440685646111,12.370856562005201,3.743184923076476,4.339389476249473,5.598357700718245
Indiana,2000,6,26.769115753903748,15.638105663326542,5.22138367464702,3.975791124128246,6.0780015604751165
Indiana,2000,7,27.8037993584241,16.755057568390896,3.204392647212298,2.807057041713571,5.48124248441749
Indiana,2000,8,28.27340018313288,16.511691201402982,3.6262750720947166,3.1385523085039786,5.150151332155395
Indiana,2000,9,24.31201307875176,11.23192358875923,3.8665856502947538,3.702788150908559,4.365717557569052
Indiana,2000,10,20.68568444405429,7.344864728215839,1.9123753212810588,3.3852428735323916,3.649213288745714
Indiana,2000,11,8.839002205891347,-0.29314679955837164,2.5190009817763053,4.274151903044224,1.9504548924873868
Indiana,2000,12,-2.675712384183953,-12.06828135636033,2.4689038568501003,4.037512909779328,0.766910035360895
Indiana,2001,1,1.6504667804369433,-7.000412798792411,0.8332563031493333,3.7972019452363175,0.9753716218140237
Indiana,2001,2,5.3081837222158015,-4.351520638078114,2.614245921850862,4.44132506815686,1.7992911104366165
Indiana,2001,3,8.415252089026467,-2.31336775438524,0.8100787089188685,4.198760667433741,2.658998902133306
Indiana,2001,4,20.68608355464346,7.140471350790506,2.3531445934475435,4.913801269114069,5.8990608473459405
Indiana,2001,5,23.727397996073762,11.499575687538595,3.5296126140905093,3.8484855215046325,5.636581325689259
Indiana,2001,6,26.781700398984867,15.294074689372394,3.4791485901007317,3.078543063202342,5.6265321696619885
Indiana,2001,7,29.34679602082832,17.301461814981735,4.453962752255205,2.7985056083561752,5.782844911753759
Indiana,2001,8,28.959991883228383,17.383148304588246,3.3226556358120902,2.8535574581807897,5.171611361486662
Indiana,2001,9,24.01034968087197,10.911281993834507,3.178457272305968,3.52987903794585,4.536467036285838
Indiana,2001,10,17.952168767454964,6.196250684986921,6.302748596979051,4.880580042877879,3.7989489138935584
Indiana,2001,11,15.784941235657072,2.8927637511831676,2.8183751386691376,4.196081334688847,2.7466553358885806
Indiana,2001,12,6.3455669717261,-1.9393685912106093,2.92776068252928,4.300672307245437,1.4948967164725429
Indiana,2002,1,6.541434749062489,-3.2786024417662247,1.8185006249267879,4.356557743242024,1.8786141896505013
Indiana,2002,2,6.673021840825072,-4.05852962761935,2.191667096027375,4.925572404271323,2.2274530244910995
Indiana,2002,3,9.152132535639964,-1.7062883598696885,3.6349905841588854,5.027395227904831,2.8734161862882432
Indiana,2002,4,17.973406538804568,6.324826121324691,4.745733489965401,4.765262240653542,4.784777793613004
Indiana,2002,5,20.988566456236526,9.270781580634662,5.732787035970267,4.306204918854106,5.128638591591219
Indiana,2002,6,28.86730779728356,16.909846929636103,2.8241924381337413,3.3805122159576912,6.4389463033240135
Indiana,2002,7,31.15758164316088,18.891281609001965,2.1880709811967107,3.1587085126493397,6.6581735923718215
Indiana,2002,8,29.594125102556404,17.82220367524394,2.3326663218364603,3.3339044231277826,5.763512770899033
Indiana,2002,9,27.81849937580114,13.827496190576653,3.196290849567644,3.420859681771128,5.198498179885267
Indiana,2002,10,16.059008511842762,5.732109351548729,2.328701454150306,3.9741401794807807,3.040065840625425
Indiana,2002,11,8.695908189943168,-0.3266276865174973,2.01181338850228,5.005613052920743,1.9317390292605818
Indiana,2002,12,4.070949688683299,-4.175175916681951,2.3182908925404684,4.85355006698579,1.4748006970710716
Indiana,2003,1,-1.497048524949264,-10.60112093719954,1.1613821350593463,4.711899798702862,1.1159027240375554
Indiana,2003,2,0.5826005352308243,-8.084784949337347,2.5296992645871366,4.602374110248344,1.2373824363042556
Indiana,2003,3,12.015003598847272,-0.6213945984257521,1.8040351258028087,4.269091048685057,3.3221054068445186
Indiana,2003,4,18.689075098188425,5.773757444136265,2.5527791331968466,4.849378396909392,5.309784700433423
Indiana,2003,5,21.083724839457204,10.389774710898166,5.367819251524938,4.51442847206712,4.833091527049683
Indiana,2003,6,25.87053297341822,14.08571548717282,2.759575957489688,3.297664223189261,5.853481848032008
Indiana,2003,7,28.631448861579713,17.106267206050973,6.763529648743031,3.505737088212908,6.046508772161398
Indiana,2003,8,28.934407226280598,17.528393009922866,2.8533291606010245,3.034562167833555,5.175260066511049
Indiana,2003,9,23.551531184953262,10.916588511332463,5.390866391531923,3.4367399853141554,4.396593286198364
Indiana,2003,10,18.536612491999847,5.397599091599716,1.970980895072445,3.9368187495264366,3.5493652101309388
Indiana,2003,11,12.412648194627309,2.244586178666168,3.6464129268503123,5.037158282218268,2.4085303772096824
Indiana,2003,12,4.522826535165962,-3.103820141171127,2.2062781953721764,4.7844757987369455,1.3503768271575247
Indiana,2004,1,-0.1919016822141657,-9.411896979278481,2.8509410370582717,4.874861994830367,1.3332711722884876
Indiana,2004,2,4.571062613561708,-5.61671586035817,0.7341964868986359,4.338005176488418,1.7984934246466235
Indiana,2004,3,12.011741697183709,1.3677833062291143,2.863178080251791,5.009454960061768,3.373322729271181
Indiana,2004,4,18.513013287965975,5.7576433072904365,1.57696584982417,5.244709160740473,5.665754814803506
Indiana,2004,5,24.41524104651188,13.40188145819667,5.866619442773243,4.5936257828672415,5.7131916092990265
