state,year,month,tmmx_c,tmmn_c,precip_mm,wind_speed,etr_mm
Missouri,2000,1,5.929999218589728,-5.755978182409933,1.1390763033444373,4.130874242755329,1.975902391181658
Missouri,2000,2,11.791908832534034,-0.44858483436280494,2.3689695930743127,4.606189240563839,3.207783765181757
Missouri,2000,3,15.228790974462811,2.2539067634618846,2.1241026514175787,4.0438600953763215,3.8518209734075035
Missouri,2000,4,19.773541033299125,5.1603518436633635,1.0978845404993518,4.326178938163936,5.429293507377066
Missouri,2000,5,25.82564573683328,13.722432066817134,3.5731910619267815,4.30166375697045,6.068033910375734
Missouri,2000,6,27.111213850741535,15.986387155879186,5.851785466468663,3.9908384956196965,5.899337522640814
Missouri,2000,7,29.90964252502721,19.201189858457326,3.3749437477667517,2.8625437058598338,5.816205024854761
Missouri,2000,8,33.02492582203058,20.186411353688186,2.21354927725639,3.449127215107708,7.09092900007812
Missouri,2000,9,27.85260758007314,12.55376028987547,2.3997064238897297,3.969861545178323,6.244790170168375
Missouri,2000,10,22.063839749792237,9.104881908218601,2.319836665854436,3.53286256915433,4.219475361040526
Missouri,2000,11,9.007892528254388,-1.7840953133886046,2.4492471296734646,4.0261092036243324,2.095785104789351
Missouri,2000,12,-1.5167138108619724,-11.682556362675768,1.2423152581023211,4.108353179621667,1.1217891171915748
Missouri,2001,1,3.7045628849065793,-6.824850403588869,1.6604363387351488,3.6066868358750193,1.2967078151171045
Missouri,2001,2,6.486090904660159,-4.9002414031288595,3.9990989117385056,4.344133694450785,2.042466429669439
Missouri,2001,3,10.669184268507593,-1.5463558810303653,1.4574975030468784,3.690902119269,2.917659112174108
Missouri,2001,4,22.6835307668116,9.533973562566473,2.5286927207603673,5.0964443232111885,6.197670444527944
Missouri,2001,5,24.596509051150804,12.740197285595855,4.568449927131976,4.216344497074217,5.758346012939419
Missouri,2001,6,28.14120625440819,16.464335167590775,5.037341413612609,3.4314482595709457,6.0735943019412275
Missouri,2001,7,31.759805389348514,20.652710092182645,3.921881801273701,3.0674538163582796,6.245405000335101
Missouri,2001,8,31.31073920688516,18.748423672246304,2.4309185934336677,2.7800809403962714,6.041283176144437
Missouri,2001,9,25.60761522059323,12.058548843471272,2.9904058051053592,3.263862418372649,4.835314514704002
Missouri,2001,10,19.856626295242336,6.328883123539072,3.5865529290440876,4.375647017183301,4.3553080510763165
Missouri,2001,11,16.65577385602944,3.856033577769608,2.234446624268478,4.094457716169577,3.0221180790947777
Missouri,2001,12,8.649815767280927,-2.357474804233391,2.406968499310064,4.135773776605295,2.169260616360996
Missouri,2002,1,7.9154371879324685,-4.34410328059613,2.2166948240646493,4.055791957238785,2.270621096922087
Missouri,2002,2,8.543826845521835,-3.818542203839172,1.2948905814042668,4.581150690018413,2.7792573272006043
Missouri,2002,3,11.21420191680187,-1.8459070524310164,2.880557982140467,4.864709098047879,3.5405564875141136
Missouri,2002,4,20.671134319406008,7.696124192676791,3.896088677963831,4.805243058518043,5.6872066542292945
Missouri,2002,5,22.734873569900685,10.460343316019816,7.7052643163095835,4.330353885978457,5.3849711569769525
Missouri,2002,6,29.711804273175403,17.93702253079283,2.529204105327441,3.7169789521333496,6.690565864990299
Missouri,2002,7,32.24998686639492,20.16576164910316,2.5036239535075793,3.1923024439753607,6.838490781606574
Missouri,2002,8,30.96141380495277,18.925511810414207,3.1272302733144106,3.4464888668463285,6.298764075409835
Missouri,2002,9,28.680821464073176,14.424337202000629,1.615583257822204,3.499835836762919,5.842757704839156
Missouri,2002,10,16.65014517935532,5.6640305431733395,2.8844953998335936,3.598989095259516,2.9862494083425553
Missouri,2002,11,11.244226664663188,-0.7610675218616052,0.7106160757223314,4.204546754825241,2.634462510563404
Missouri,2002,12,7.839277970852493,-3.757301436837963,1.943667254019365,4.410979385587714,2.120661063422852
Missouri,2003,1,2.57426633552393,-8.394257430366451,0.49568458228538415,4.486757461623226,1.8417947697280799
Missouri,2003,2,4.330632877631729,-6.322954837737939,2.282687591806432,4.104986820438787,1.766928776683372
Missouri,2003,3,13.886446949847596,0.2181805461544286,1.8795126396546176,4.2829233342581885,3.902546005175105
Missouri,2003,4,20.320624120941886,7.617786680695019,3.4142943521150317,5.170391262126374,5.758236158344692
Missouri,2003,5,23.324654187719887,11.339055154014204,4.019581355667861,4.217221413519371,5.3305813547412635
Missouri,2003,6,26.774853525459264,14.992590501638347,4.06910792442025,3.404501316902407,5.892071628485914
Missouri,2003,7,31.985903612124503,19.364507790940763,2.028444284236521,3.7433703766669733,7.557581147969238
Missouri,2003,8,32.491071744259955,19.46880533595271,2.99873187371464,3.074417617796682,6.731930302685151
Missouri,2003,9,24.44409119014915,11.318982521662576,4.384540430880718,3.598394232083355,4.913939906116094
Missouri,2003,10,21.17418450372844,7.222591136709241,1.840491051570942,3.7775343265796764,4.124520521582206
Missouri,2003,11,13.029027926252468,1.96723436499542,3.4234284086372093,4.750686109463815,2.867602347412822
Missouri,2003,12,6.789979137666364,-2.68406248289358,2.708074343034844,4.756567606073822,1.8561039316004713
Missouri,2004,1,3.554877009109589,-7.328827463792663,1.8158785579051515,4.483771567649823,1.8039158720577093
Missouri,2004,2,6.642245184572403,-5.1003130551421805,0.7893703134631764,4.392270787783876,2.265200635789383
Missouri,2004,3,14.579987488230643,2.8670059993023074,4.043186027549979,5.011741819713008,4.076155264937654
Missouri,2004,4,20.02548215150091,7.203822388938022,2.894754756624999,4.781952915280239,5.794163076204725
Missouri,2004,5,25.217589444696216,13.775314342596971,4.720470492141801,4.733782476831752,5.9129242192421225
