state,year,month,tmmx_c,tmmn_c,precip_mm,wind_speed,etr_mm
Nevada,2000,1,7.397144295067278,-4.569496880695851,1.1139987015770019,3.5101166990505757,2.10813756488475
Nevada,2000,2,8.844551960811316,-2.3201975515586923,1.859257734714139,4.054048965573027,2.361461755134514
Nevada,2000,3,11.854675807632589,-2.52720865816093,0.7952536409852093,3.8371814377026516,3.779062185613299
Nevada,2000,4,19.057516821755314,2.354530663046887,0.6018255381865901,4.064433985270443,6.362178800393358
Nevada,2000,5,22.596852958402962,6.255082079079898,0.8644846137750734,4.223124582613138,7.929753058375032
Nevada,2000,6,28.984136358413764,10.625245180573472,0.20798290779579323,3.6776269913455057,9.691928619918285
Nevada,2000,7,31.784645814668067,12.463591997955632,0.028224568661776674,3.4937259886914083,10.359676953695564
Nevada,2000,8,30.645340642781832,12.56396517419546,0.7681146781829039,3.367142346184665,8.940362200469048
Nevada,2000,9,25.493901377192913,7.199328453034184,0.27720049514468426,3.5349421483284678,7.101354922076447
Nevada,2000,10,16.67971796408176,1.9254714010521639,1.371831797688629,3.4393593222599828,3.8789219117032316
Nevada,2000,11,7.341297354817641,-6.065457176994471,0.3325830366572461,2.914629746095271,2.1201041051282874
Nevada,2000,12,7.96652436786718,-5.824494223472186,0.31163725089493827,2.6952597026544733,1.9430204643443387
Nevada,2001,1,4.611397090666117,-8.522540491065513,0.8830062166471708,2.972825945770633,1.6710272703125528
Nevada,2001,2,5.692627913514286,-6.23714305978848,0.923867709937373,3.324943962670255,2.0178650512755936
Nevada,2001,3,13.563046913243,-0.4591459604911847,0.8623548560045038,3.356918192924259,3.80378366520666
Nevada,2001,4,14.786913390388804,0.01744070592138769,1.048433705365921,3.8963175204079668,5.210096798144278
Nevada,2001,5,25.363620327703245,6.971896793335816,0.1262184042433115,3.5915599751664726,8.31652635132536
Nevada,2001,6,28.458423477465885,9.651782486903926,0.11697312953328662,3.962152516099865,10.046359288000408
Nevada,2001,7,30.56056052793025,12.517257233857606,0.6371882286276451,3.39837802609199,9.604850281560072
Nevada,2001,8,32.617990153786934,13.342275590076497,0.25541661036283647,3.119199512368189,9.265228581548637
Nevada,2001,9,27.611264417463417,8.518306645989924,0.21849652338030365,3.370751081245768,7.630027167026469
Nevada,2001,10,20.688879759293116,3.140723782222153,0.25605600078952667,3.3701537561563475,5.25706858361971
Nevada,2001,11,11.52486289781774,-2.2186869616086824,1.0412296988422463,3.5464075457335746,2.6752059448757572
Nevada,2001,12,4.347151398849064,-6.2747597302644635,1.113608702772567,3.414278829886529,1.5475157999991755
Nevada,2002,1,5.011847853127335,-7.77685968108409,0.5509913070738481,3.1097085039825156,1.8310162347103576
Nevada,2002,2,9.285500025704664,-5.937055049584387,0.49331187947206484,3.170005025918351,2.956618802385067
Nevada,2002,3,10.891284760334827,-4.400190815705798,0.47267457294467724,3.696497904823178,4.004442477751234
Nevada,2002,4,17.367440911938218,1.571464263807627,0.7682243075657491,3.8169752986945213,5.787626510490917
Nevada,2002,5,21.99894343549738,4.532282891941463,0.34534236813153557,3.7457817468709025,7.687878443042376
Nevada,2002,6,28.597547306704655,10.03002709161359,0.24006132145251183,3.67689114616792,9.728383820801122
Nevada,2002,7,33.57459683721413,14.646133290575392,0.232220781305334,3.301781926075534,10.402479858961067
Nevada,2002,8,30.356084163372884,10.82301243274668,0.05262382221945502,3.4619787925044743,9.478877370774446
Nevada,2002,9,25.529301290479225,7.790429390667327,0.45127650966977795,3.42583712644259,7.077946035019979
Nevada,2002,10,17.44883135053908,0.2892591694621842,0.3313701911904611,3.002505268045982,4.276889834133052
Nevada,2002,11,11.512802045978901,-2.996793738203678,0.8011574920706879,3.316074337376064,2.959244265237058
Nevada,2002,12,6.265043024576244,-5.379944633535786,0.7177077940575001,3.6202576384436504,1.7303938130637908
Nevada,2003,1,11.503307588338544,-2.1556749581026793,0.41518871784962497,2.6965579542146574,2.2422120532670076
Nevada,2003,2,6.932272321344044,-5.789428872154417,0.8735758027511225,3.4342839768129676,2.469281899556127
Nevada,2003,3,13.10730778752935,-1.4051963191401455,0.6989687942479197,4.12765019726293,4.291869214273792
Nevada,2003,4,12.904764432735021,-0.16859336420895943,1.443885625974165,4.649994271316981,4.951460998936254
Nevada,2003,5,22.13243494889292,5.723067120212704,0.7903264618994615,3.6764382930339394,7.216000103534848
Nevada,2003,6,28.48730149808938,10.118612417243241,0.09383860096375618,3.5521595431534663,9.59686816524667
Nevada,2003,7,34.10218790766214,15.218465564234862,0.36135343307774254,3.0542306149474006,10.157951437748572
Nevada,2003,8,30.5191741589274,13.342076701066276,0.9126817670233559,3.2772598391717027,8.61151545831176
Nevada,2003,9,26.90995364265052,8.732458545612758,0.27609601056527355,3.1395739435545678,7.149700750505849
Nevada,2003,10,22.071207047648954,4.038386311242732,0.08922837296269809,3.1881617699516873,5.547106284915598
Nevada,2003,11,8.103511974941853,-3.8234524203598426,0.779557684552503,3.4355285058722798,2.2996705068235475
Nevada,2003,12,5.683788916918729,-5.029107732593502,1.4210857076370444,3.7449187662608976,1.7988915230619333
Nevada,2004,1,4.892592981066571,-7.702077742995414,0.45158717007170335,3.113189062884487,1.6777779430409223
Nevada,2004,2,5.278866609746842,-5.6357362684142345,1.427066492411995,3.769210420263667,2.1433173414277005
Nevada,2004,3,16.798831648983423,0.6278472475954686,0.2739554041569198,3.480346468980359,4.980726337843754
Nevada,2004,4,16.84127540368297,1.7903323520370122,0.8787623773073167,4.110523936129982,5.802971509012863
