state,year,month,ndvi
New Mexico,2013,5,0.20120537436036628
New Mexico,2013,6,0.2192038812199891
New Mexico,2013,7,0.27677085138649676
New Mexico,2013,8,0.3208110403105379
New Mexico,2013,9,0.3217531775174933
New Mexico,2013,10,0.2799796380375169
New Mexico,2013,11,0.25023166753028947
New Mexico,2013,12,0.22726889631289615
New Mexico,2014,1,0.21677387269712695
New Mexico,2014,2,0.21139423942164096
New Mexico,2014,3,0.20508534994757985
New Mexico,2014,4,0.21235248884456173
New Mexico,2014,5,0.22439245380574876
New Mexico,2014,6,0.247512653232147
New Mexico,2014,7,0.289480660656477
New Mexico,2014,8,0.31716309702979234
New Mexico,2014,9,0.3218935745529092
New Mexico,2014,10,0.28330509234852397
New Mexico,2014,11,0.2530638410050313
New Mexico,2014,12,0.2285551399106726
New Mexico,2015,1,0.20024547815995233
New Mexico,2015,2,0.2043985193722944
New Mexico,2015,3,0.21320249511128764
New Mexico,2015,4,0.25014906279979754
New Mexico,2015,5,0.28598981172059285
New Mexico,2015,6,0.3089407040101981
New Mexico,2015,7,0.333509450409105
New Mexico,2015,8,0.3308189107282539
New Mexico,2015,9,0.29793814326152324
New Mexico,2015,10,0.2927305192909179
New Mexico,2015,11,0.2605611381723848
New Mexico,2015,12,0.21775339518796133
New Mexico,2016,1,0.16821888621212835
New Mexico,2016,2,0.20258050592178392
New Mexico,2016,3,0.21717679847314936
New Mexico,2016,4,0.23652025747270966
New Mexico,2016,5,0.2588350452751214
New Mexico,2016,6,0.2625441045454157
New Mexico,2016,7,0.26801145040846114
New Mexico,2016,8,0.31075817092428726
New Mexico,2016,9,0.30471347415116945
New Mexico,2016,10,0.2648925905745342
New Mexico,2016,11,0.25062314874820607
New Mexico,2016,12,0.2342234772903993
New Mexico,2017,1,0.2020758780821947
New Mexico,2017,2,0.20920037759235272
New Mexico,2017,3,0.22089595973990864
New Mexico,2017,4,0.24669120141091513
New Mexico,2017,5,0.2639003857517823
New Mexico,2017,6,0.2614076718266261
New Mexico,2017,7,0.29382963461518474
New Mexico,2017,8,0.3331884973854054
New Mexico,2017,9,0.31763192183312944
New Mexico,2017,10,0.29171559911179096
New Mexico,2017,11,0.26820933458502977
New Mexico,2017,12,0.2477277998173518
New Mexico,2018,1,0.23382814608700256
New Mexico,2018,2,0.21803615440666327
New Mexico,2018,3,0.2097383266403806
New Mexico,2018,4,0.21592385812034987
New Mexico,2018,5,0.23068353791362206
New Mexico,2018,6,0.2399547867837408
New Mexico,2018,7,0.2723095402421709
New Mexico,2018,8,0.31025288126029316
New Mexico,2018,9,0.3024959740231796
New Mexico,2018,10,0.2881555303647183
New Mexico,2018,11,0.2529238144513584
New Mexico,2018,12,0.22703201008586513
New Mexico,2019,1,0.1856095739655148
New Mexico,2019,2,0.1818431419778162
New Mexico,2019,3,0.21313311571511628
New Mexico,2019,4,0.2431241260577649
New Mexico,2019,5,0.27654111342285087
New Mexico,2019,6,0.2686346947582646
New Mexico,2019,7,0.2863215601107154
New Mexico,2019,8,0.2856082726746197
New Mexico,2019,9,0.29384253665848986
New Mexico,2019,10,0.272394752406495
New Mexico,2019,11,0.25296579696634264
New Mexico,2019,12,0.22935366028937976
New Mexico,2020,1,0.2085870149183632
New Mexico,2020,2,0.21576700792595954
New Mexico,2020,3,0.23550203526888133
New Mexico,2020,4,0.2468928719173148
New Mexico,2020,5,0.25133341288190625
New Mexico,2020,6,0.24776141772484994
New Mexico,2020,7,0.2693177324567847
New Mexico,2020,8,0.2742245564385092
New Mexico,2020,9,0.2603615933733186
New Mexico,2020,10,0.24948534888530768
New Mexico,2020,11,0.2403050948452915
New Mexico,2020,12,0.22238448949927317
New Mexico,2021,1,0.20740738764736463
New Mexico,2021,2,0.20464665471150245
New Mexico,2021,3,0.20647287424546862
New Mexico,2021,4,0.21226213360253002
New Mexico,2021,5,0.23691495392198655
New Mexico,2021,6,0.2615601077967488
New Mexico,2021,7,0.3413993715258251
New Mexico,2021,8,0.36340921203553184
New Mexico,2021,9,0.31274426518128606
New Mexico,2021,10,0.2750563874923481
New Mexico,2021,11,0.25304771564600487
New Mexico,2021,12,0.23388097030288746
New Mexico,2022,1,0.21241195774690078
New Mexico,2022,2,0.199908101516361
New Mexico,2022,3,0.20329738233211753
New Mexico,2022,4,0.20386791059332474
New Mexico,2022,5,0.20836050580929769
New Mexico,2022,6,0.24417509206096977
New Mexico,2022,7,0.3060286895611779
New Mexico,2022,8,0.36742096154097836
New Mexico,2022,9,0.33396799215631057
New Mexico,2022,10,0.29013449118730544
New Mexico,2022,11,0.2651058875640416
New Mexico,2022,12,0.2404530042570031
New Mexico,2023,1,0.19856057908554442
New Mexico,2023,2,0.19527756395074614
New Mexico,2023,3,
New Mexico,2023,4,
New Mexico,2023,5,
New Mexico,2023,6,
New Mexico,2023,7,
New Mexico,2023,8,
New Mexico,2023,9,
New Mexico,2023,10,
New Mexico,2023,11,
New Mexico,2023,12,
